Store #,Store Name,Store Address,Store City,Store ZIp,Store Phone,Store Fax,State,Div #,Division Name,Reg #,Region,DM #,DM Name,Mkt #,Market Name,BYO #,BYO Name,Store Open Date,Square Footage,LAT1,LONG1,ts_datetime,District#
1848,EL CAJON (R676),298 FLETCHER PKWY,EL CAJON,92020,619-401-6610,619-401-0273,CA,2,WESTERN,20,PACIFIC SOUTH,199,MICHAEL L ASTORINO ,12,SAN DIEGO,5,PACIFIC,00:00.0,114850,32.8094379,-116.9648066,00:00.0,199
4119,"E WHITELAND/FRAZER, PA",690 LANCASTER PIKE,FRAZER,19355,610-722-0707,610-722-2416,PA,4,NORTHERN,10,MID-ATLANTIC,95,TIMOTHY E MCCARTHY ,34,PHIL/PA/NJ/DE,3,NORTHEAST,00:00.0,103350,40.0328966,-75.5803434,00:00.0,95
1018,N OCEANSIDE,5755 MISSION AVENUE,OCEANSIDE,92057,760-945-8686,760-643-3736,CA,2,WESTERN,20,PACIFIC SOUTH,21,MIGUEL A RIVERA ,12,SAN DIEGO,5,PACIFIC,00:00.0,107926,33.2502121,-117.265871,00:00.0,21
226,SOUTHSIDE,9021 SOUTHSIDE BLVD,JACKSONVILLE,32256,904-464-0046,904-363-8416,FL,1,SOUTHERN,24,SOUTHEAST,8,WILLIAM J RAYA JR,14,JACKSONVILLE,1,SOUTHEAST,00:00.0,102886,30.1959398,-81.5493024,00:00.0,8
568,SPRING,20131 N I-45,SPRING,77373,281-288-4900,713-288-2216,TX,1,SOUTHERN,19,GULF,79,RAYMOND D HINSON JR,8,HOUSTON,11,SOUTHWEST,00:00.0,102160,30.0564605,-95.434601,00:00.0,79
2762,"PLYMOUTH,MI",47725 FIVE MILE RD,PLYMOUTH,48170,734-207-6147,734-207-6146,MI,4,NORTHERN,48,MIDWEST,320,JULIE A GIATTINO ,72,DETROIT,7,MIDWEST,00:00.0,118000,42.3928343,-83.5131405,00:00.0,320
901,E HANOVER,902 MURRAY RD,EAST HANOVER,7936,973-887-4444,973-581-7499,NJ,4,NORTHERN,31,NY METRO,14,ANAND SINGH ,15,NEW JERSEY,3,NORTHEAST,00:00.0,99267.5,40.8103584,-74.3732833,00:00.0,138
1130,"SENECA,SC",1614 SANDIFER BLVD,SENECA,29678,864-886-0633,864-985-7976,SC,1,SOUTHERN,17,SOUTH ATLANTIC,136,BOBBY K BOAEN ,26,COL/GRNVLL/SPTNBG,1,SOUTHEAST,00:00.0,94865,34.6914575,-82.9953206,00:00.0,136
1770,MOULTRIE,450 VETERANS PKWY NORTH,MOULTRIE,31788,229-985-6618,229-873-6413,GA,1,SOUTHERN,24,SOUTHEAST,232,KELLI A TAWNEY ,405,SOUTH GEORGIA,1,SOUTHEAST,00:00.0,102513,31.1898752,-83.7603161,00:00.0,232
1936,HOMEWOOD,17845 HALSTED ST,HOMEWOOD,60430,708-647-6084,708-647-2416,IL,4,NORTHERN,8,CENTRAL,242,CHARLES M REASONOVA ,75,CHICAGO,7,MIDWEST,00:00.0,115250,41.5656716,-87.6340036,00:00.0,242
2725,W LANSING,936 S WAVERLY RD,LANSING,48917,517-323-0229,517-327-3416,MI,4,NORTHERN,48,MIDWEST,275,ROBERT SANIGA ,67,GRAND RAPIDS,7,MIDWEST,00:00.0,111162,42.7242352,-84.6051488,00:00.0,320
6629,MONROVIA,1625 S MOUNTAIN AVE,MONROVIA,91016,626-256-0580,626-256-0216,CA,2,WESTERN,6,PACIFIC CENTRAL,26,JOHN A SICKINGER ,48,LA,5,PACIFIC,00:00.0,122250,34.1338517,-117.9900201,00:00.0,26
4902,WEST ALLIS,11071 W NATIONAL AVE,WEST ALLIS,53227,414-329-1366,414-329-2416,WI,4,NORTHERN,30,NORTHERN PLAINS,162,WILLIAM LAPPIN JR,164,MILWAUKEE,7,MIDWEST,00:00.0,113907,42.9905818,-88.0498722,00:00.0,304
2667,SOMERVILLE,75 MYSTIC AVE,SOMERVILLE,2145,617-623-0001,617-629-1296,MA,4,NORTHERN,27,NEW ENGLAND,263,ROBERT H LUNDY ,39,BOSTON/MA/NH,3,NORTHEAST,00:00.0,126459,42.3902528,-71.0795221,00:00.0,263
4025,"ONTARIO,OR",311 E LANE N,ONTARIO,97914,541-823-1145,541-823-9473,OR,2,WESTERN,12,PACIFIC NORTHWEST,143,TREVOR R CANTWELL ,76,UTAH,12,NORTHWEST,00:00.0,102083,44.0264696,-116.9416677,00:00.0,143
232,SOUTHLAND,7423 SOUTHLAND BLVD,ORLANDO,32809,407-859-3500,407-438-8226,FL,1,SOUTHERN,24,SOUTHEAST,12,VERNON C SMALL ,3,ORL/MEL/DAYTONA,1,SOUTHEAST,00:00.0,99065.1,28.4547592,-81.4019085,00:00.0,12
6946,TULARE,1600 E PROSPERITY AVE,TULARE,93274,559-684-7043,559-684-3014,CA,2,WESTERN,6,PACIFIC CENTRAL,327,MICHELLE CORTEZ ,29,SACRAMENTO,5,PACIFIC,00:00.0,102513,36.2271162,-119.3231416,00:00.0,327
6326,W GRIFFIN,15885 RICK CASE HONDA WY,DAVIE,33331,954-385-9418,954-385-4296,FL,1,SOUTHERN,47,SOUTH FLORIDA/PR,85,CHRISTOPHER FRAGA ,2,MIAMI/FTL/WPALM,1,SOUTHEAST,00:00.0,110860,26.0672139,-80.360434,00:00.0,85
6830,BELLMEAD WACO,1803 NORTH I-35,WACO,76705,254-867-8575,254-412-3214,TX,1,SOUTHERN,19,GULF,228,MELANIE J PAYNE ,163,WACO,11,SOUTHWEST,00:00.0,102513,31.6084642,-97.1021549,00:00.0,228
1273,IRONDEQUOIT,1111 E RIDGE RD,ROCHESTER,14621,585-342-0970,585-339-0416,NY,4,NORTHERN,25,OHIO VALLEY,70,ANNE-MARIE PAGLIARO ,93,ROCHESTER,3,NORTHEAST,00:00.0,114757,43.1961467,-77.5869704,00:00.0,70
3844,MILFORD,1094 STATE HIGHWAY 28,MILFORD,45150,513-722-1706,513-722-7416,OH,4,NORTHERN,25,OHIO VALLEY,291,PAUL J HAITSCH ,156,CINCINNATI,7,MIDWEST,00:00.0,113359,39.1977726,-84.2337491,00:00.0,291
6579,TERRELL,151 WINDSOR AVE,TERRELL,75160,972-524-9901,972-524-4743,TX,1,SOUTHERN,11,SOUTHWEST,282,ADAM D BRYANT ,16,DALLAS/FT WORTH,11,SOUTHWEST,00:00.0,94984,32.7061768,-96.2820721,00:00.0,282
513,LUFKIN,4211 S MEDFORD DRIVE,LUFKIN,75901,936-699-3555,936-699-7413,TX,1,SOUTHERN,11,SOUTHWEST,282,ADAM D BRYANT ,249,LONGVIEW,11,SOUTHWEST,00:00.0,102513,31.3107011,-94.7193264,00:00.0,282
4634,CHRISTIANSBURG,200 CONSTON AVE,CHRISTIANSBURG,24073,540-381-0084,540-394-4416,VA,1,SOUTHERN,17,SOUTH ATLANTIC,207,MELVIN T FORMAN ,335,ROANOKE,1,SOUTHEAST,00:00.0,108000,37.1566973,-80.4251352,00:00.0,207
2034,"LAFAYETTE, IN",311 SAGAMORE PARKWAY,LAFAYETTE,47904,765-446-1946,765-449-3401,IN,4,NORTHERN,8,CENTRAL,239,BRODY PLANTENBERG ,276,INDIANAPOLIS,7,MIDWEST,00:00.0,102513,40.4190578,-86.8559446,00:00.0,98
3703,MINOT,3425 S BROADWAY SUITE A,MINOT,58701,701-420-8400,111-111-1111,ND,4,NORTHERN,30,NORTHERN PLAINS,61,KENNETH H STOLL ,551,"MINOT, ND TEMP MKT",35,SMS NORTHERN,00:00.0,104621,48.199778,-101.295834,00:00.0,61
904,PARAMUS,520 ROUTE 17 NORTH,PARAMUS,7652,201-262-3344,201-262-2386,NJ,4,NORTHERN,31,NY METRO,15,FIORENTINO LONGOBARDI ,15,NEW JERSEY,3,NORTHEAST,00:00.0,115391,40.9565998,-74.0721278,00:00.0,15
6556,BOERNE,633 WEST BANDERA RD,BOERNE,78006,830-249-2834,830-249-1916,TX,1,SOUTHERN,19,GULF,220,JENNIFER A REED ,40,SAN ANTONIO,11,SOUTHWEST,00:00.0,114000,29.7780351,-98.741219,00:00.0,220
882,FAIRFIELD,6405 FLINTRIDGE DRIVE,FAIRFIELD,35064,205-781-0110,205-783-9416,AL,1,SOUTHERN,1,MIDSOUTH,78,SHERRE D HOOD ,89,BIRMINGHAM,1,SOUTHEAST,00:00.0,102471,33.4778348,-86.920537,00:00.0,78
6820,BROWNWOOD,100 MARKET PLACE BLVD,BROWNWOOD,76801,325-643-1381,325-641-4013,TX,1,SOUTHERN,11,SOUTHWEST,6,JIMMY  LEWIS JR,307,ABILENE,11,SOUTHWEST,00:00.0,102513,31.7314751,-98.9792501,00:00.0,6
281,SPRING HILL,4765 COMMERCIAL WAY,SPRING HILL,34606,352-596-7699,352-597-6417,FL,1,SOUTHERN,24,SOUTHEAST,331,PATRICK J DIXON ,4,TAMPA/ST.PETE,1,SOUTHEAST,00:00.0,104722,28.4997514,-82.5942083,00:00.0,331
2504,TOWSON,1971 EAST JOPPA ROAD,PARKVILLE,21234,410-882-1900,410-882-3416,MD,4,NORTHERN,10,MID-ATLANTIC,27,BRIAN C MUNGUL ,43,WASHINGTON DC,3,NORTHEAST,00:00.0,102214,39.3958517,-76.5440334,00:00.0,27
1538,NE COLORADO SPRINGS,5660 E WOODMEN ROAD,COLORADO SPRINGS,80920,719-266-5165,719-278-2613,CO,2,WESTERN,34,PAC MTN DESERT,253,BENJAMIN K PABST ,51,COLORADO,12,NORTHWEST,00:00.0,94981,38.9435697,-104.7235013,00:00.0,253
8427,LOS BANOS,1955 E PACHECO BLVD,LOS BANOS,93635,209-509-3940,209-827-7273,CA,2,WESTERN,6,PACIFIC CENTRAL,327,MICHELLE CORTEZ ,29,SACRAMENTO,5,PACIFIC,00:00.0,102513,37.0550492,-120.8249738,00:00.0,327
357,BATON ROUGE,10300 COURSEY BLVD,BATON ROUGE,70816,225-293-9629,225-297-2416,LA,1,SOUTHERN,1,MIDSOUTH,238,JAMES HICKINGBOTTOM ,5,NEW ORLEANS,11,SOUTHWEST,00:00.0,135612,30.4156738,-91.0664089,00:00.0,238
2673,N DARTMOUTH,470 STATE ROAD,NORTH DARTMOUTH,2747,508-997-9600,508-979-7346,MA,4,NORTHERN,27,NEW ENGLAND,189,LORI J CORELLI ,39,BOSTON/MA/NH,3,NORTHEAST,00:00.0,102820,41.6436567,-71.0014464,00:00.0,189
8996,MASSENA,41 STEPHENVILLE ROAD,MASSENA,13662,315-764-9930,315-764-2913,NY,4,NORTHERN,25,OHIO VALLEY,213,CRISTAL SABATINI ,93,ROCHESTER,3,NORTHEAST,00:00.0,102513,44.9234334,-74.8755182,00:00.0,213
4187,WILLOW GROVE,2250 EASTON ROAD,WILLOW GROVE,19090,215-657-2897,215-706-4813,PA,4,NORTHERN,10,MID-ATLANTIC,188,ANTHONY J MAZZOLA ,34,PHIL/PA/NJ/DE,3,NORTHEAST,00:00.0,114700,40.1636451,-75.1279596,00:00.0,188
4138,LOWER PAXTON,5101 JONESTOWN RD,HARRISBURG,17112,717-651-9699,717-651-5416,PA,4,NORTHERN,16,NJ METRO,153,ROBERT A HOMMERBOCKER ,68,PENNSYLVANIA,3,NORTHEAST,00:00.0,110699,40.3086544,-76.8004704,00:00.0,153
982,E WINDSOR,739 ROUTE 33 WEST,EAST WINDSOR,8520,609-426-2441,609-426-2473,NJ,4,NORTHERN,16,NJ METRO,276, STANLEY LABADY ,15,NEW JERSEY,3,NORTHEAST,00:00.0,94977,40.2574069,-74.5450238,00:00.0,276
6540,LAREDO,5710 SAN BERNARDO AVE,LAREDO,78041,956-753-8831,956-753-1416,TX,1,SOUTHERN,19,GULF,160,EFREN GONZALEZ ,230,LAREDO,11,SOUTHWEST,00:00.0,120613,27.5543557,-99.5066912,00:00.0,160
404,APACHE JUNCTION,1545 S CRISMON RD,MESA,85209,480-380-1821,480-358-6736,AZ,2,WESTERN,34,PAC MTN DESERT,66,CLAYTON P BROWN ,6,PHOENIX,5,PACIFIC,00:00.0,105700,33.3883955,-111.6131856,00:00.0,66
4745,SNOHOMISH,2601 BICKFORD AVENUE,SNOHOMISH,98290,360-568-8687,360-563-8913,WA,2,WESTERN,12,PACIFIC NORTHWEST,317,  ,44,SEA/TAC,12,NORTHWEST,00:00.0,102867,47.942124,-122.1056637,00:00.0,317
4006,"SALEM, OR",3795 HAGERS GROVE RD SE,SALEM,97317,503-581-9688,503-315-4416,OR,2,WESTERN,12,PACIFIC NORTHWEST,274,BRIAN L KUBIN ,54,PORTLAND,12,NORTHWEST,00:00.0,106872,44.9130813,-122.9838727,00:00.0,39
6578,HUNTSVILLE,215 INTERSTATE 45 NORTH,HUNTSVILLE,77320,936-439-0200,936-294-6416,TX,1,SOUTHERN,19,GULF,79,RAYMOND D HINSON JR,8,HOUSTON,11,SOUTHWEST,00:00.0,96363,30.7240987,-95.5768291,00:00.0,79
347,"HAMMOND,LA",400 W MINNESOTA PARK RD,HAMMOND,70403,NULL,NULL,LA,1,SOUTHERN,1,MIDSOUTH,NULL,NULL,5,NEW ORLEANS,11,SOUTHWEST,NULL,NULL,30.483915,-90.461862,NULL,132
9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3843,"WASHINGTON COURTHOUSE,OH",300 DEPOT DRIVE,WSHNGTN CT HS,43160,740-335-6330,740-636-5229,OH,4,NORTHERN,25,OHIO VALLEY,314,SARA F GARDNER ,592,WSHNGTN CT HS,7,MIDWEST,00:00.0,102513,39.5199814,-83.458732,00:00.0,187
1917,GLENDALE HEIGHTS,295 E ARMYTRAIL RD,GLENDALE HEIGHTS,60139,630-980-8330,630-295-6417,IL,4,NORTHERN,8,CENTRAL,257,GARY P HUTCHINSON ,75,CHICAGO,7,MIDWEST,00:00.0,115539,41.934359,-88.0769458,00:00.0,257
359,GRETNA,62 W BANK EXPRESSWAY,GRETNA,70053,504-362-3460,504-363-5436,LA,1,SOUTHERN,1,MIDSOUTH,4,FRANK J WEBB ,5,NEW ORLEANS,11,SOUTHWEST,00:00.0,104215,29.913482,-90.0470935,00:00.0,4
3803,NORTH OLMSTED,26241 BROOKPARK ROAD,NORTH OLMSTED,44070,440-734-0556,440-716-4816,OH,4,NORTHERN,25,OHIO VALLEY,117,JOHN E LERCH JR,139,CLEVELAND,7,MIDWEST,00:00.0,113521,41.4163731,-81.9138962,00:00.0,117
6311,BRUCE B DOWNS,17601 BRUCE B DOWNS BLVD,TAMPA,33647,813-971-7791,813-558-4416,FL,1,SOUTHERN,24,SOUTHEAST,165,MARCIAL RODRIGUEZ JR,4,TAMPA/ST.PETE,1,SOUTHEAST,00:00.0,105183,28.1282092,-82.3648663,00:00.0,165
3801,W TOLEDO,5900 W AIRPORT HWY,TOLEDO,43615,419-866-3024,419-866-3016,OH,4,NORTHERN,48,MIDWEST,245,GARY D MCFARREN ,314,TOLEDO,7,MIDWEST,00:00.0,113257,41.6152038,-83.6818781,00:00.0,245
6547,BANDERA RD,9115 N LOOP 1604 W,SAN ANTONIO,78249,210-695-2349,210-695-8616,TX,1,SOUTHERN,19,GULF,47,BRAD S BELL ,40,SAN ANTONIO,11,SOUTHWEST,00:00.0,108000,29.5580089,-98.6667695,00:00.0,47
6541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8571,LINCOLN,1000 GROVELAND LANE,LINCOLN,95648,916-434-7337,916-543-2313,CA,2,WESTERN,5,PACIFIC NORTH,172,GERALD M COZY ,29,SACRAMENTO,5,PACIFIC,00:00.0,102083,38.8684575,-121.3030562,00:00.0,172
6349,WINTER PARK,5351 DIPLOMAT CIRCLE,ORLANDO,32810,407-644-0461,407-691-2073,FL,1,SOUTHERN,24,SOUTHEAST,96,JAMES R CANNON ,3,ORL/MEL/DAYTONA,1,SOUTHEAST,00:00.0,109919,28.6091422,-81.3881842,00:00.0,96
933,HOWELL,1990 ROUTE 9,HOWELL,7731,732-409-9996,732-409-5486,NJ,4,NORTHERN,16,NJ METRO,107,COREY W LILLISTON ,15,NEW JERSEY,3,NORTHEAST,00:00.0,116590,40.1868391,-74.2526434,00:00.0,107
3402,TILTON,160 LACONIA RD,TILTON,3276,603-286-9599,603-286-1916,NH,4,NORTHERN,27,NEW ENGLAND,237,BRIAN P KINNEY ,260,NEW HAMPSHIRE,3,NORTHEAST,00:00.0,116593,43.4619622,-71.5578807,00:00.0,264
123,JONESBORO,3885 JONESBORO RD SE,ATLANTA,30354,404-361-5634,404-608-4416,GA,1,SOUTHERN,1,MIDSOUTH,88,UCHENNA D OPENE ,1,ATLANTA,1,SOUTHEAST,00:00.0,107351,33.6486822,-84.3676687,00:00.0,88
4418,CEDAR CITY,1518 S PROVIDENCE CTR DR,CEDAR CITY,84720,435-865-5305,435-867-6913,UT,2,WESTERN,5,PACIFIC NORTH,53,JOSE L ALVAREZ JR,76,UTAH,12,NORTHWEST,00:00.0,102513,37.6512039,-113.0877108,00:00.0,53
2509,BETHESDA,7111 WESTLAKE TERRACE,BETHESDA,20817,301-634-3726,111-111-1111,MD,4,NORTHERN,10,MID-ATLANTIC,63,PAUL A GINNETTI ,43,WASHINGTON DC,3,NORTHEAST,00:00.0,108110,39.0273832,-77.1446669,00:00.0,63
6688,STANFORD RANCH,10001 FAIRWAY DRIVE,ROSEVILLE,95678,916-787-0201,916-787-2416,CA,2,WESTERN,5,PACIFIC NORTH,172,GERALD M COZY ,29,SACRAMENTO,5,PACIFIC,00:00.0,110318,38.7828606,-121.2742604,00:00.0,172
406,NE MESA,6708 E MCKELLIPS RD,MESA,85215,480-830-2463,480-324-2376,AZ,2,WESTERN,34,PAC MTN DESERT,66,CLAYTON P BROWN ,6,PHOENIX,5,PACIFIC,00:00.0,107920,33.4537483,-111.6858582,00:00.0,66
3913,TULSA CENTRAL,4041 S SHERIDAN ROAD,TULSA,74145,918-632-0069,918-280-4426,OK,1,SOUTHERN,11,SOUTHWEST,262,  ,58,OKLAHOMA CITY,11,SOUTHWEST,00:00.0,97000,36.1056187,-95.902687,00:00.0,262
723,BRENTWOOD,8101 MOORES LANE,BRENTWOOD,37027,615-370-0730,615-221-0416,TN,1,SOUTHERN,17,SOUTH ATLANTIC,120,REBECCA J YOUNG ,19,NASHVILLE,1,SOUTHEAST,00:00.0,102370,35.9629474,-86.8061951,00:00.0,120
159,MIDTOWN,650 PONCE DE LEON,ATLANTA,30308,404-892-8042,404-881-4896,GA,1,SOUTHERN,1,MIDSOUTH,87,GARY N DEMARINIS ,1,ATLANTA,1,SOUTHEAST,00:00.0,110811,33.7768954,-84.3664538,00:00.0,87
442,BULLHEAD CITY,660 US HWY 95,BULLHEAD CITY,86429,928-754-5600,928-754-9413,AZ,2,WESTERN,34,PAC MTN DESERT,18,DESTINY M KING ,6,PHOENIX,5,PACIFIC,00:00.0,94974,35.1637048,-114.564829,00:00.0,18
1249,STATEN ISLAND,2501 FOREST AVE,STATEN ISLAND,10303,718-273-5069,718-420-2416,NY,4,NORTHERN,31,NY METRO,285,RONALD I ODDO ,116,NEW YORK CITY,3,NORTHEAST,00:00.0,122250,40.6292185,-74.1722895,00:00.0,285
687,UPLAND,250 S MOUNTAIN AVE,UPLAND,91786,909-949-4119,909-949-4157,CA,2,WESTERN,20,PACIFIC SOUTH,67,TIMMOTHY S PFINGSTON ,47,INLAND/DESERT,5,PACIFIC,00:00.0,102938,34.0911324,-117.6684465,00:00.0,67
778,NASHVILLE BRILEY PARKWAY,1015 JOYCE LANE,NASHVILLE,37216,615-228-3317,615-262-8413,TN,1,SOUTHERN,17,SOUTH ATLANTIC,338,JASON T LAFORTE ,19,NASHVILLE,1,SOUTHEAST,00:00.0,102629,36.234939,-86.7280941,00:00.0,338
2612,HYANNIS,65 INDEPENDENCE DRIVE,HYANNIS,2601,508-778-8948,508-778-7240,MA,4,NORTHERN,27,NEW ENGLAND,189,LORI J CORELLI ,357,HYANNIS,3,NORTHEAST,00:00.0,84835,41.6761028,-70.301255,00:00.0,189
3606,GASTONIA,2870 E FRANKLIN BLVD,GASTONIA,28056,704-865-9532,704-833-1316,NC,1,SOUTHERN,17,SOUTH ATLANTIC,31,TARA L TUCKER ,45,CHARLOTTE,1,SOUTHEAST,00:00.0,101828,35.2627184,-81.1278607,00:00.0,31
4134,NESHAMINY,900 ROCK HILL DR,BENSALEM,19020,215-942-4779,215-396-4496,PA,4,NORTHERN,16,NJ METRO,28,SHARMARL T KING ,34,PHIL/PA/NJ/DE,3,NORTHEAST,00:00.0,116660,40.1348563,-74.9609646,00:00.0,276
983,HACKENSACK,450 HACKENSACK AVE,HACKENSACK,7601,201-336-3041,201-336-3013,NJ,4,NORTHERN,31,NY METRO,15,FIORENTINO LONGOBARDI ,15,NEW JERSEY,3,NORTHEAST,00:00.0,102472,40.9096828,-74.0304191,00:00.0,15
1548,N THORNTON,16420 WASHINGTON STREET,THORNTON,80023,303-450-3274,303-450-4713,CO,2,WESTERN,34,PAC MTN DESERT,166,CLIFF M WHITE ,51,COLORADO,12,NORTHWEST,00:00.0,114700,39.9945543,-104.9743534,00:00.0,166
1747,AUGUSTA NORTH,520 N BELAIR ROAD,EVANS,30809,706-854-7832,706-854-4674,GA,1,SOUTHERN,17,SOUTH ATLANTIC,58,TAMMY A COLEMAN ,572,AUGUSTA,1,SOUTHEAST,00:00.0,100797,33.5363307,-82.132009,00:00.0,329
1019,YUBA CITY,1100 THARP ROAD,YUBA CITY,95993,530-755-1715,530-674-4836,CA,2,WESTERN,5,PACIFIC NORTH,51,MICHAEL L SPATES ,29,SACRAMENTO,5,PACIFIC,00:00.0,115058,39.1436724,-121.6505759,00:00.0,51
1104,"N. GREENVILLE, SC",2490 N PLEASANTBURG DR,GREENVILLE,29609,864-232-0510,864-242-2716,SC,1,SOUTHERN,17,SOUTH ATLANTIC,136,BOBBY K BOAEN ,26,COL/GRNVLL/SPTNBG,1,SOUTHEAST,00:00.0,101860,34.8911952,-82.382006,00:00.0,136
2101,WATERLOO,1050 SOUTHTOWN DRIVE,WATERLOO,50702,319-232-8889,319-235-4991,IA,4,NORTHERN,30,NORTHERN PLAINS,288,LISA M MCCARTY ,64,EASTERN IOWA,7,MIDWEST,00:00.0,122392,42.4543523,-92.3349249,00:00.0,288
1062,LONG BEACH,751 SPRING STREET,SIGNAL HILL,90755,562-426-4667,562-997-4513,CA,2,WESTERN,6,PACIFIC CENTRAL,62,ROBERT F JOANOU ,48,LA,5,PACIFIC,00:00.0,115058,33.813531,-118.1835522,00:00.0,62
3855,BEAVERCREEK,3775 PRESIDENTIAL DRIVE,FAIRBORN,45324,937-431-7346,937-431-7326,OH,4,NORTHERN,25,OHIO VALLEY,187,ROBERT A KALP ,237,DAYTON,7,MIDWEST,00:00.0,118368,39.7751276,-84.0706047,00:00.0,187
6505,WAXAHACHIE,1315 HWY 77 NORTH,WAXAHACHIE,75165,972-938-8188,972-923-4016,TX,1,SOUTHERN,11,SOUTHWEST,111,MELISSA D AKINS ,16,DALLAS/FT WORTH,11,SOUTHWEST,00:00.0,108003,32.4234991,-96.8418531,00:00.0,111
649,GLENDALE,5040 SAN FERNANDO RD,GLENDALE,91204,818-246-9600,818-956-7296,CA,2,WESTERN,6,PACIFIC CENTRAL,26,JOHN A SICKINGER ,48,LA,5,PACIFIC,00:00.0,95207,34.143576,-118.267831,00:00.0,26
2315,TURFLAND,2021 HARRODSBURG RD,LEXINGTON,40504,859-373-0594,859-260-9416,KY,1,SOUTHERN,17,SOUTH ATLANTIC,3,JEREMY M MILLAY ,115,LOUISVILLE,1,SOUTHEAST,00:00.0,97105,38.0271256,-84.5381163,00:00.0,3
3842,HIGHLAND HEIGHTS,6199 WILSON MILLS RD,HIGHLAND HEIGHTS,44143,440-684-1343,440-720-1416,OH,4,NORTHERN,25,OHIO VALLEY,305,JEFFREY S MILLER ,139,CLEVELAND,7,MIDWEST,00:00.0,114421,41.5408408,-81.4559027,00:00.0,305
6920,"ALTON,IL",1710 HOMER ADAMS PKWY,ALTON,62002,618-465-5803,618-463-4273,IL,4,NORTHERN,8,CENTRAL,299,STEVEN M ESPARZA ,109,ST. LOUIS,7,MIDWEST,00:00.0,102513,38.9208327,-90.165254,00:00.0,299
3503,"SANTA FE, NM",952 RICHARDS AVE,SANTA FE,87507,505-424-9463,505-424-5476,NM,2,WESTERN,34,PAC MTN DESERT,94,CANDISE VELASQUEZ ,87,ALBUQUERQUE,5,PACIFIC,00:00.0,131923,35.6523844,-106.0031745,00:00.0,94
3102,MISSOULA,2725 RADIO WAY,MISSOULA,59808,406-523-0901,208-523-9936,MT,2,WESTERN,12,PACIFIC NORTHWEST,255,JEREMY D WALLIS ,204,WESTERN MONTANA,12,NORTHWEST,00:00.0,115637,46.8899093,-114.043745,00:00.0,255
2623,DANVERS EAST,235 INDEPENDENCE WAY,DANVERS,1923,978-750-8883,978-739-0613,MA,4,NORTHERN,27,NEW ENGLAND,71,JOHN P CARR ,39,BOSTON/MA/NH,3,NORTHEAST,00:00.0,102353,42.5550146,-70.9351332,00:00.0,71
1068,WOODLAND,1860 E MAIN STREET,WOODLAND,95776,530-661-1201,530-406-5673,CA,2,WESTERN,5,PACIFIC NORTH,51,MICHAEL L SPATES ,29,SACRAMENTO,5,PACIFIC,00:00.0,94872,38.6752755,-121.7358484,00:00.0,51
4720,N TACOMA,4602 CENTER STREET,TACOMA,98409,253-565-0334,253-534-3176,WA,2,WESTERN,12,PACIFIC NORTHWEST,52,JAMES D ECCLES ,44,SEA/TAC,12,NORTHWEST,00:00.0,117063,47.2327143,-122.4986789,00:00.0,52
1749,AUSTELL,1200 E W CONNECTOR SW,AUSTELL,30106,770-438-9678,770-438-3922,GA,1,SOUTHERN,1,MIDSOUTH,87,GARY N DEMARINIS ,1,ATLANTA,1,SOUTHEAST,00:00.0,102867,33.8581199,-84.5906524,00:00.0,87
6661,VAN NUYS,16800 ROSCOE BLVD,VAN NUYS,91406,818-780-5448,818-756-3576,CA,2,WESTERN,6,PACIFIC CENTRAL,174,JOHN CRUZ ,48,LA,5,PACIFIC,00:00.0,107919,34.2198643,-118.4996147,00:00.0,174
1263,N GREENBUSH,600 N GREENBUSH RD,RENSSELAER,12144,518-283-1819,518-286-7416,NY,4,NORTHERN,25,OHIO VALLEY,16,JOHNATHAN T KINDER ,86,ALBANY,3,NORTHEAST,00:00.0,114453,42.6479307,-73.6996297,00:00.0,16
1114,ROCKHILL,2815 HOME DEPOT BLVD,ROCK HILL,29730,803-909-2420,803-909-2416,SC,1,SOUTHERN,17,SOUTH ATLANTIC,329,SYLVESTER C JOHNSON ,45,CHARLOTTE,1,SOUTHEAST,00:00.0,101515,34.9785348,-80.9845531,00:00.0,329
1274,HEMPSTEAD,172 FULTON AVE,HEMPSTEAD,11550,516-565-3700,516-565-2396,NY,4,NORTHERN,31,NY METRO,148,PATRICK C IAQUINTA ,20,LONG ISLAND,3,NORTHEAST,00:00.0,116595,40.7054051,-73.6291478,00:00.0,82
1811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6601,MODESTO,1617 N CARPENTER RD,MODESTO,95351,209-491-0200,209-491-7416,CA,2,WESTERN,5,PACIFIC NORTH,20,STEPHEN K REEVES ,29,SACRAMENTO,5,PACIFIC,00:00.0,102200,37.6594065,-121.0332662,00:00.0,20
